estimate,std_error,z_value,p_value,term
1.226674915299091,0.029841897940772154,41.10579420027837,0,(Intercept)
-0.33668228476378836,0.0039539415922708,-85.15105165486963,0,year_c
1.6986019970657953,0.17503986640591274,9.704086457234736,2.896594180513629e-22,severe_binary
0.07796735976876218,0.026954189659938215,2.892587785142894,0.0038208239194694915,year_c:severe_binary
