comparison,chi_square,chi_square_df,chi_square_p,older_group_or,older_group_lcl,older_group_ucl,older_group_p
2021-2023 versus 2017-2019,6416.980978603281,2,0,1.7502133763609755,1.724642908678062,1.776162965318347,0
