year,severe_vs_mild_or
2008,0.3692307692307692
2009,30.283783783783786
2010,11.475054824561404
2011,3.6684608120868742
2012,4.0121580547112465
2013,9.625451263537906
2014,11.171597633136095
2015,6.660965794768612
2016,8.323142112125163
2017,11.537861915367483
2018,3.807418324735937
2019,0
2020,0
2021,0
2022,0
2023,0
