name,year,typed_total,top_virus,top_cases,second_cases,top_share,dominance_gap
徽州区,2016,37,CV-A16,28,7,0.7567567567567568,21
徽州区,2017,59,Others,56,2,0.9491525423728814,54
徽州区,2018,52,CV-A16,27,25,0.5192307692307693,2
徽州区,2019,59,Others,50,9,0.847457627118644,41
徽州区,2020,69,Others,69,0,1,69
徽州区,2021,36,Others,35,1,0.9722222222222222,34
徽州区,2022,23,Others,18,5,0.782608695652174,13
徽州区,2023,67,Others,60,7,0.8955223880597015,53
怀宁县,2010,11,CV-A16,7,3,0.6363636363636364,4
怀宁县,2011,4,Others,3,1,0.75,2
怀宁县,2012,5,EV71,4,1,0.8,3
怀宁县,2014,22,Mixed,10,10,0.45454545454545453,0
怀宁县,2015,20,Others,17,2,0.85,15
怀宁县,2016,72,Others,50,19,0.6944444444444444,31
怀宁县,2017,34,CV-A16,23,10,0.6764705882352942,13
怀宁县,2018,51,Others,42,8,0.8235294117647058,34
怀宁县,2019,9,Others,8,1,0.8888888888888888,7
怀宁县,2020,66,Others,65,1,0.9848484848484849,64
怀宁县,2021,57,CV-A16,22,18,0.38596491228070173,4
怀宁县,2022,147,CV-A16,98,49,0.6666666666666666,49
怀宁县,2023,71,Others,57,14,0.8028169014084507,43
怀远县,2008,1,EV71,1,0,1,1
怀远县,2009,5,EV71,5,0,1,5
怀远县,2010,8,CV-A16,6,1,0.75,5
怀远县,2011,35,EV71,30,5,0.8571428571428571,25
怀远县,2012,36,EV71,26,10,0.7222222222222222,16
怀远县,2013,28,EV71,28,0,1,28
怀远县,2014,39,EV71,18,11,0.46153846153846156,7
怀远县,2015,30,Others,19,9,0.6333333333333333,10
怀远县,2016,71,EV71,29,23,0.4084507042253521,6
怀远县,2017,46,Others,24,14,0.5217391304347826,10
怀远县,2018,64,Others,42,22,0.65625,20
怀远县,2019,87,Others,60,27,0.6896551724137931,33
怀远县,2020,60,Others,40,17,0.6666666666666666,23
怀远县,2021,113,Others,66,47,0.584070796460177,19
怀远县,2022,12,Others,9,2,0.75,7
怀远县,2023,139,Others,138,1,0.9928057553956835,137
旌德县,2008,1,Others,1,0,1,1
旌德县,2010,15,CV-A16,8,7,0.5333333333333333,1
旌德县,2011,23,EV71,12,7,0.5217391304347826,5
旌德县,2012,15,Others,11,3,0.7333333333333333,8
旌德县,2013,21,EV71,13,5,0.6190476190476191,8
旌德县,2014,38,CV-A16,31,7,0.8157894736842105,24
旌德县,2015,15,CV-A16,8,4,0.5333333333333333,4
旌德县,2016,5,EV71,5,0,1,5
旌德县,2017,3,CV-A16,2,1,0.6666666666666666,1
旌德县,2018,15,Others,10,5,0.6666666666666666,5
旌德县,2019,38,Others,20,18,0.5263157894736842,2
旌德县,2020,1,Others,1,0,1,1
旌德县,2021,8,Others,7,1,0.875,6
旌德县,2022,29,Others,29,0,1,29
旌德县,2023,1,Others,1,0,1,1
无为市,2009,1,Others,1,0,1,1
无为市,2010,1,EV71,1,0,1,1
无为市,2011,2,EV71,2,0,1,2
无为市,2012,27,EV71,19,7,0.7037037037037037,12
无为市,2013,7,EV71,5,2,0.7142857142857143,3
无为市,2014,53,CV-A16,32,14,0.6037735849056604,18
无为市,2015,35,CV-A16,28,7,0.8,21
无为市,2016,53,EV71,50,3,0.9433962264150944,47
无为市,2017,58,Others,54,2,0.9310344827586207,52
无为市,2018,6,Others,4,1,0.6666666666666666,3
无为市,2019,58,CV-A16,56,2,0.9655172413793104,54
无为市,2020,62,Others,62,0,1,62
无为市,2021,49,Others,30,19,0.6122448979591837,11
无为市,2022,32,Others,25,7,0.78125,18
无为市,2023,63,Others,35,28,0.5555555555555556,7
明光市,2008,1,EV71,1,0,1,1
明光市,2010,25,EV71,19,4,0.76,15
明光市,2011,43,EV71,41,1,0.9534883720930233,40
明光市,2012,17,EV71,9,6,0.5294117647058824,3
明光市,2013,13,EV71,8,5,0.6153846153846154,3
明光市,2014,22,EV71,9,8,0.4090909090909091,1
明光市,2015,32,Others,17,11,0.53125,6
明光市,2016,54,CV-A16,30,20,0.5555555555555556,10
明光市,2017,17,Others,12,3,0.7058823529411765,9
明光市,2018,40,Others,34,6,0.85,28
明光市,2019,49,Others,30,19,0.6122448979591837,11
明光市,2020,55,Others,55,0,1,55
明光市,2021,50,Others,31,19,0.62,12
明光市,2022,38,Others,27,9,0.7105263157894737,18
明光市,2023,61,Others,61,0,1,61
望江县,2009,3,EV71,3,0,1,3
望江县,2010,7,Others,6,1,0.8571428571428571,5
望江县,2011,3,Mixed,1,1,0.3333333333333333,0
望江县,2012,20,Mixed,10,10,0.5,0
望江县,2013,9,Others,6,3,0.6666666666666666,3
望江县,2014,24,Others,13,6,0.5416666666666666,7
望江县,2015,44,Others,28,16,0.6363636363636364,12
望江县,2016,32,Others,18,11,0.5625,7
望江县,2017,50,Others,50,0,1,50
望江县,2018,59,Others,30,27,0.5084745762711864,3
望江县,2019,41,CV-A16,32,9,0.7804878048780488,23
望江县,2020,61,Others,61,0,1,61
望江县,2021,6,Others,6,0,1,6
望江县,2022,31,CV-A16,23,7,0.7419354838709677,16
望江县,2023,53,Others,53,0,1,53
杜集区,2010,23,CV-A16,12,10,0.5217391304347826,2
杜集区,2011,29,EV71,20,9,0.6896551724137931,11
杜集区,2012,35,EV71,20,8,0.5714285714285714,12
杜集区,2013,22,EV71,14,8,0.6363636363636364,6
杜集区,2014,21,EV71,14,7,0.6666666666666666,7
杜集区,2015,10,CV-A16,6,3,0.6,3
杜集区,2016,34,EV71,20,7,0.5882352941176471,13
杜集区,2017,12,Others,7,4,0.5833333333333334,3
杜集区,2018,16,Others,13,3,0.8125,10
杜集区,2019,15,Others,9,4,0.6,5
杜集区,2020,9,Others,9,0,1,9
杜集区,2021,17,Others,15,2,0.8823529411764706,13
杜集区,2022,5,Others,5,0,1,5
杜集区,2023,21,Others,21,0,1,21
来安县,2010,28,EV71,26,1,0.9285714285714286,25
来安县,2011,26,EV71,12,11,0.46153846153846156,1
来安县,2012,28,EV71,16,11,0.5714285714285714,5
来安县,2013,28,Others,18,6,0.6428571428571429,12
来安县,2014,21,CV-A16,12,6,0.5714285714285714,6
来安县,2015,38,Others,19,11,0.5,8
来安县,2016,43,Mixed,17,17,0.3953488372093023,0
来安县,2017,11,CV-A16,8,3,0.7272727272727273,5
来安县,2018,20,Others,14,6,0.7,8
来安县,2019,37,CV-A16,20,17,0.5405405405405406,3
来安县,2020,53,Others,53,0,1,53
来安县,2021,57,Others,32,25,0.5614035087719298,7
来安县,2022,54,CV-A16,28,26,0.5185185185185185,2
来安县,2023,52,Others,52,0,1,52
枞阳县,2010,19,EV71,12,5,0.631578947368421,7
枞阳县,2011,11,Mixed,5,5,0.45454545454545453,0
枞阳县,2012,19,EV71,16,2,0.8421052631578947,14
枞阳县,2013,19,Others,10,6,0.5263157894736842,4
枞阳县,2014,6,EV71,4,1,0.6666666666666666,3
枞阳县,2015,18,EV71,11,7,0.6111111111111112,4
枞阳县,2017,10,Others,9,1,0.9,8
枞阳县,2018,7,Others,5,2,0.7142857142857143,3
枞阳县,2019,17,Others,13,4,0.7647058823529411,9
枞阳县,2020,62,Others,62,0,1,62
枞阳县,2021,7,CV-A16,5,2,0.7142857142857143,3
枞阳县,2022,3,CV-A16,2,1,0.6666666666666666,1
枞阳县,2023,13,Others,13,0,1,13
桐城市,2009,2,Others,2,0,1,2
桐城市,2010,6,EV71,6,0,1,6
桐城市,2011,2,EV71,2,0,1,2
桐城市,2012,4,CV-A16,4,0,1,4
桐城市,2013,3,EV71,2,1,0.6666666666666666,1
桐城市,2014,6,Mixed,2,2,0.3333333333333333,0
桐城市,2016,5,Others,4,1,0.8,3
桐城市,2017,1,Others,1,0,1,1
桐城市,2018,1,Others,1,0,1,1
桐城市,2019,2,Others,2,0,1,2
桐城市,2020,18,Others,18,0,1,18
桐城市,2021,18,Others,18,0,1,18
桐城市,2022,41,Others,38,3,0.926829268292683,35
桐城市,2023,68,Others,68,0,1,68
歙县,2010,34,CV-A16,18,12,0.5294117647058824,6
歙县,2011,24,EV71,17,7,0.7083333333333334,10
歙县,2012,45,EV71,33,10,0.7333333333333333,23
歙县,2013,27,EV71,15,10,0.5555555555555556,5
歙县,2014,46,CV-A16,19,17,0.41304347826086957,2
歙县,2015,26,Others,15,7,0.5769230769230769,8
歙县,2016,49,Others,25,23,0.5102040816326531,2
歙县,2017,44,Others,42,1,0.9545454545454546,41
歙县,2018,111,Others,78,28,0.7027027027027027,50
歙县,2019,76,Others,51,20,0.6710526315789473,31
歙县,2020,111,Others,109,2,0.9819819819819819,107
歙县,2021,32,CV-A16,17,15,0.53125,2
歙县,2022,31,Others,29,2,0.9354838709677419,27
歙县,2023,82,Others,82,0,1,82
泗县,2008,1,EV71,1,0,1,1
泗县,2011,3,EV71,3,0,1,3
泗县,2012,6,CV-A16,6,0,1,6
泗县,2013,13,EV71,11,2,0.8461538461538461,9
泗县,2014,33,CV-A16,15,11,0.45454545454545453,4
泗县,2015,15,Mixed,7,7,0.4666666666666667,0
泗县,2016,17,EV71,11,5,0.6470588235294118,6
泗县,2017,19,Others,17,1,0.8947368421052632,16
泗县,2018,28,Others,16,12,0.5714285714285714,4
泗县,2019,14,CV-A16,8,6,0.5714285714285714,2
泗县,2020,27,Others,27,0,1,27
泗县,2021,11,Others,9,2,0.8181818181818182,7
泗县,2022,3,Others,3,0,1,3
泗县,2023,45,Others,39,6,0.8666666666666667,33
泾县,2009,6,EV71,6,0,1,6
泾县,2010,28,CV-A16,14,10,0.5,4
泾县,2011,35,EV71,19,14,0.5428571428571428,5
泾县,2012,55,Others,34,11,0.6181818181818182,23
泾县,2013,31,CV-A16,14,9,0.45161290322580644,5
泾县,2014,26,CV-A16,14,9,0.5384615384615384,5
泾县,2015,42,EV71,23,16,0.5476190476190477,7
泾县,2016,23,CV-A16,19,3,0.8260869565217391,16
泾县,2018,47,Others,40,7,0.851063829787234,33
泾县,2019,80,Others,56,24,0.7,32
泾县,2020,50,Others,50,0,1,50
泾县,2021,49,Others,49,0,1,49
泾县,2022,19,Others,19,0,1,19
泾县,2023,71,Others,70,1,0.9859154929577465,69
涡阳县,2008,2,Others,2,0,1,2
涡阳县,2009,1,Others,1,0,1,1
涡阳县,2010,29,EV71,18,6,0.6206896551724138,12
涡阳县,2011,26,EV71,16,7,0.6153846153846154,9
涡阳县,2012,21,EV71,14,5,0.6666666666666666,9
涡阳县,2013,29,EV71,24,5,0.8275862068965517,19
涡阳县,2014,32,EV71,23,6,0.71875,17
涡阳县,2015,37,Others,22,14,0.5945945945945946,8
涡阳县,2016,41,EV71,33,7,0.8048780487804879,26
涡阳县,2017,21,EV71,15,6,0.7142857142857143,9
涡阳县,2018,90,Others,89,1,0.9888888888888889,88
涡阳县,2019,2,Mixed,1,1,0.5,0
涡阳县,2021,3,Others,3,0,1,3
涡阳县,2023,90,Others,90,0,1,90
淮上区,2008,4,EV71,4,0,1,4
淮上区,2010,7,EV71,4,3,0.5714285714285714,1
淮上区,2011,6,EV71,6,0,1,6
淮上区,2012,12,CV-A16,10,2,0.8333333333333334,8
淮上区,2013,10,EV71,10,0,1,10
淮上区,2014,13,Others,5,4,0.38461538461538464,1
淮上区,2015,9,Mixed,3,3,0.3333333333333333,0
淮上区,2016,31,EV71,14,11,0.45161290322580644,3
淮上区,2017,26,Others,16,7,0.6153846153846154,9
淮上区,2018,33,Others,28,3,0.8484848484848485,25
淮上区,2019,35,Others,27,8,0.7714285714285715,19
淮上区,2020,29,Others,29,0,1,29
淮上区,2021,31,Others,18,13,0.5806451612903226,5
淮上区,2022,22,Others,19,3,0.8636363636363636,16
淮上区,2023,40,Others,40,0,1,40
湾沚区,2009,2,EV71,2,0,1,2
湾沚区,2010,20,Others,11,5,0.55,6
湾沚区,2011,20,EV71,12,7,0.6,5
湾沚区,2012,40,EV71,26,11,0.65,15
湾沚区,2013,31,CV-A16,13,10,0.41935483870967744,3
湾沚区,2014,17,Others,13,3,0.7647058823529411,10
湾沚区,2015,52,EV71,23,21,0.4423076923076923,2
湾沚区,2016,41,CV-A16,24,13,0.5853658536585366,11
湾沚区,2017,58,EV71,32,19,0.5517241379310345,13
湾沚区,2018,72,Others,59,8,0.8194444444444444,51
湾沚区,2019,12,CV-A16,7,5,0.5833333333333334,2
湾沚区,2020,60,Others,59,1,0.9833333333333333,58
湾沚区,2021,16,Others,16,0,1,16
湾沚区,2022,79,Others,79,0,1,79
湾沚区,2023,43,Others,43,0,1,43
潘集区,2008,3,Others,3,0,1,3
潘集区,2010,1,EV71,1,0,1,1
潘集区,2011,26,EV71,15,9,0.5769230769230769,6
潘集区,2012,77,EV71,33,24,0.42857142857142855,9
潘集区,2013,97,EV71,68,23,0.7010309278350515,45
潘集区,2014,88,EV71,39,29,0.4431818181818182,10
潘集区,2015,74,Others,43,17,0.581081081081081,26
潘集区,2016,75,EV71,34,22,0.4533333333333333,12
潘集区,2017,103,Others,54,46,0.5242718446601942,8
潘集区,2018,67,Others,38,29,0.5671641791044776,9
潘集区,2019,73,Others,56,16,0.7671232876712328,40
潘集区,2020,111,Others,100,10,0.9009009009009009,90
潘集区,2021,86,Others,69,17,0.8023255813953488,52
潘集区,2022,9,Others,9,0,1,9
潘集区,2023,29,Others,29,0,1,29
潜山市,2010,3,CV-A16,2,1,0.6666666666666666,1
潜山市,2011,6,EV71,3,2,0.5,1
潜山市,2012,11,Others,5,3,0.45454545454545453,2
潜山市,2013,5,EV71,4,1,0.8,3
潜山市,2014,22,EV71,11,6,0.5,5
潜山市,2015,18,Others,14,3,0.7777777777777778,11
潜山市,2016,61,Others,39,19,0.639344262295082,20
潜山市,2017,29,Others,16,10,0.5517241379310345,6
潜山市,2018,59,Others,33,14,0.559322033898305,19
潜山市,2019,9,CV-A16,6,3,0.6666666666666666,3
潜山市,2020,6,Others,6,0,1,6
潜山市,2021,4,Others,3,1,0.75,2
潜山市,2023,49,Others,45,2,0.9183673469387755,43
濉溪县,2008,1,EV71,1,0,1,1
濉溪县,2009,3,EV71,2,1,0.6666666666666666,1
濉溪县,2010,11,EV71,10,1,0.9090909090909091,9
濉溪县,2011,28,EV71,20,8,0.7142857142857143,12
濉溪县,2012,17,EV71,16,1,0.9411764705882353,15
濉溪县,2013,5,EV71,3,2,0.6,1
濉溪县,2014,11,CV-A16,8,3,0.7272727272727273,5
濉溪县,2015,4,EV71,4,0,1,4
濉溪县,2016,20,EV71,9,6,0.45,3
濉溪县,2017,14,CV-A16,7,6,0.5,1
濉溪县,2018,8,Others,5,3,0.625,2
濉溪县,2019,22,Others,9,7,0.4090909090909091,2
濉溪县,2020,26,Others,26,0,1,26
濉溪县,2021,100,Others,92,8,0.92,84
濉溪县,2022,7,CV-A16,4,3,0.5714285714285714,1
濉溪县,2023,56,Others,56,0,1,56
灵璧县,2008,1,EV71,1,0,1,1
灵璧县,2009,1,EV71,1,0,1,1
灵璧县,2010,4,CV-A16,3,1,0.75,2
灵璧县,2011,2,Mixed,1,1,0.5,0
灵璧县,2012,18,EV71,10,6,0.5555555555555556,4
灵璧县,2013,4,EV71,4,0,1,4
灵璧县,2014,22,EV71,10,7,0.45454545454545453,3
灵璧县,2015,18,Others,14,4,0.7777777777777778,10
灵璧县,2016,11,EV71,8,3,0.7272727272727273,5
灵璧县,2017,4,Others,2,1,0.5,1
灵璧县,2018,9,Others,8,1,0.8888888888888888,7
灵璧县,2019,3,CV-A16,3,0,1,3
灵璧县,2020,10,Others,9,1,0.9,8
灵璧县,2021,12,CV-A16,6,5,0.5,1
灵璧县,2022,4,CV-A16,3,1,0.75,2
灵璧县,2023,45,Others,39,6,0.8666666666666667,33
烈山区,2009,3,EV71,3,0,1,3
烈山区,2010,32,CV-A16,18,14,0.5625,4
烈山区,2011,23,EV71,19,4,0.8260869565217391,15
烈山区,2012,26,EV71,18,6,0.6923076923076923,12
烈山区,2013,20,EV71,14,6,0.7,8
烈山区,2014,27,EV71,17,10,0.6296296296296297,7
烈山区,2015,3,CV-A16,2,1,0.6666666666666666,1
烈山区,2016,38,EV71,29,5,0.7631578947368421,24
烈山区,2017,13,CV-A16,7,3,0.5384615384615384,4
烈山区,2018,15,Others,13,1,0.8666666666666667,12
烈山区,2019,10,CV-A16,7,3,0.7,4
烈山区,2020,6,Others,6,0,1,6
烈山区,2021,30,Others,29,1,0.9666666666666667,28
烈山区,2022,3,CV-A16,2,1,0.6666666666666666,1
烈山区,2023,15,Others,15,0,1,15
琅琊区,2009,10,EV71,10,0,1,10
琅琊区,2010,33,EV71,23,7,0.696969696969697,16
琅琊区,2011,26,EV71,22,3,0.8461538461538461,19
琅琊区,2012,11,EV71,8,2,0.7272727272727273,6
琅琊区,2013,15,EV71,11,3,0.7333333333333333,8
琅琊区,2014,7,EV71,5,1,0.7142857142857143,4
琅琊区,2015,41,CV-A16,19,14,0.4634146341463415,5
琅琊区,2016,40,Others,26,9,0.65,17
琅琊区,2017,20,Others,9,6,0.45,3
琅琊区,2018,47,Others,36,10,0.7659574468085106,26
琅琊区,2019,19,CV-A16,10,9,0.5263157894736842,1
琅琊区,2020,36,Others,35,1,0.9722222222222222,34
琅琊区,2021,68,Others,53,15,0.7794117647058824,38
琅琊区,2022,39,Others,21,18,0.5384615384615384,3
琅琊区,2023,54,Others,54,0,1,54
瑶海区,2008,5,EV71,5,0,1,5
瑶海区,2009,24,EV71,22,2,0.9166666666666666,20
瑶海区,2010,93,EV71,57,27,0.6129032258064516,30
瑶海区,2011,31,EV71,27,3,0.8709677419354839,24
瑶海区,2012,64,CV-A16,39,14,0.609375,25
瑶海区,2013,51,EV71,32,18,0.6274509803921569,14
瑶海区,2014,64,EV71,27,26,0.421875,1
瑶海区,2015,42,Others,19,18,0.4523809523809524,1
瑶海区,2016,23,CV-A16,9,8,0.391304347826087,1
瑶海区,2017,38,Others,25,8,0.6578947368421053,17
瑶海区,2018,46,Others,34,12,0.7391304347826086,22
瑶海区,2019,78,Others,49,29,0.6282051282051282,20
瑶海区,2020,130,Others,129,1,0.9923076923076923,128
瑶海区,2021,62,Others,36,26,0.5806451612903226,10
瑶海区,2022,27,Others,24,3,0.8888888888888888,21
瑶海区,2023,67,Others,65,1,0.9701492537313433,64
田家庵区,2010,44,EV71,31,9,0.7045454545454546,22
田家庵区,2011,52,EV71,36,9,0.6923076923076923,27
田家庵区,2012,85,CV-A16,39,31,0.4588235294117647,8
田家庵区,2013,44,EV71,26,17,0.5909090909090909,9
田家庵区,2014,73,EV71,30,25,0.410958904109589,5
田家庵区,2015,62,Others,35,16,0.5645161290322581,19
田家庵区,2016,53,CV-A16,20,17,0.37735849056603776,3
田家庵区,2017,87,Others,59,23,0.6781609195402298,36
田家庵区,2018,69,CV-A16,39,30,0.5652173913043478,9
田家庵区,2019,100,Others,72,28,0.72,44
田家庵区,2020,93,Others,77,9,0.8279569892473119,68
田家庵区,2021,156,Others,105,51,0.6730769230769231,54
田家庵区,2022,66,Others,54,12,0.8181818181818182,42
田家庵区,2023,202,Others,198,2,0.9801980198019802,196
界首市,2009,5,EV71,5,0,1,5
界首市,2010,2,Mixed,1,1,0.5,0
界首市,2011,4,EV71,3,1,0.75,2
界首市,2012,11,EV71,6,4,0.5454545454545454,2
界首市,2013,6,EV71,5,1,0.8333333333333334,4
界首市,2014,29,EV71,18,6,0.6206896551724138,12
界首市,2015,2,EV71,2,0,1,2
界首市,2016,9,Others,4,3,0.4444444444444444,1
界首市,2017,8,EV71,6,2,0.75,4
界首市,2018,9,EV71,4,3,0.4444444444444444,1
界首市,2019,21,Others,19,2,0.9047619047619048,17
界首市,2020,67,Others,64,3,0.9552238805970149,61
界首市,2021,5,Mixed,2,2,0.4,0
界首市,2022,12,EV71,9,3,0.75,6
界首市,2023,17,EV71,16,1,0.9411764705882353,15
相山区,2010,35,EV71,25,8,0.7142857142857143,17
相山区,2011,36,EV71,25,11,0.6944444444444444,14
相山区,2012,37,EV71,23,7,0.6216216216216216,16
相山区,2013,27,Others,14,13,0.5185185185185185,1
相山区,2014,18,EV71,10,8,0.5555555555555556,2
相山区,2015,21,EV71,12,8,0.5714285714285714,4
相山区,2016,36,EV71,23,8,0.6388888888888888,15
相山区,2017,52,Others,25,23,0.4807692307692308,2
相山区,2018,51,Others,37,12,0.7254901960784313,25
相山区,2019,63,Others,34,26,0.5396825396825397,8
相山区,2020,35,Others,35,0,1,35
相山区,2021,100,Others,90,10,0.9,80
相山区,2022,23,Others,17,6,0.7391304347826086,11
相山区,2023,161,Others,161,0,1,161
石台县,2010,28,Others,11,9,0.39285714285714285,2
石台县,2011,17,EV71,13,2,0.7647058823529411,11
石台县,2012,25,CV-A16,15,7,0.6,8
石台县,2013,19,Others,11,7,0.5789473684210527,4
石台县,2014,18,CV-A16,8,7,0.4444444444444444,1
石台县,2015,34,CV-A16,25,5,0.7352941176470589,20
石台县,2016,27,Others,23,3,0.8518518518518519,20
石台县,2017,29,CV-A16,25,4,0.8620689655172413,21
石台县,2018,32,Others,28,2,0.875,26
石台县,2019,18,Others,14,3,0.7777777777777778,11
石台县,2020,13,Others,13,0,1,13
石台县,2021,3,Others,2,1,0.6666666666666666,1
石台县,2022,65,CV-A16,55,10,0.8461538461538461,45
石台县,2023,18,CV-A16,12,6,0.6666666666666666,6
砀山县,2012,3,EV71,2,1,0.6666666666666666,1
砀山县,2014,2,Mixed,1,1,0.5,0
砀山县,2015,27,Others,20,5,0.7407407407407407,15
砀山县,2016,7,CV-A16,3,2,0.42857142857142855,1
砀山县,2017,15,Others,8,5,0.5333333333333333,3
砀山县,2018,20,Others,16,4,0.8,12
砀山县,2019,34,Others,19,15,0.5588235294117647,4
砀山县,2020,14,Others,14,0,1,14
砀山县,2021,34,Others,23,11,0.6764705882352942,12
砀山县,2022,15,CV-A16,10,5,0.6666666666666666,5
砀山县,2023,27,Others,27,0,1,27
祁门县,2010,23,EV71,10,7,0.43478260869565216,3
祁门县,2011,4,CV-A16,3,1,0.75,2
祁门县,2012,24,CV-A16,12,10,0.5,2
祁门县,2013,14,EV71,12,1,0.8571428571428571,11
祁门县,2014,19,Others,8,6,0.42105263157894735,2
祁门县,2015,26,CV-A16,19,7,0.7307692307692307,12
祁门县,2016,5,CV-A16,4,1,0.8,3
祁门县,2017,45,Others,25,16,0.5555555555555556,9
祁门县,2018,50,CV-A16,41,9,0.82,32
祁门县,2019,5,Others,5,0,1,5
祁门县,2020,5,Others,5,0,1,5
祁门县,2021,1,Others,1,0,1,1
祁门县,2022,10,CV-A16,10,0,1,10
祁门县,2023,16,Others,16,0,1,16
禹会区,2009,2,EV71,2,0,1,2
禹会区,2010,13,EV71,7,6,0.5384615384615384,1
禹会区,2011,16,EV71,14,2,0.875,12
禹会区,2012,11,CV-A16,7,4,0.6363636363636364,3
禹会区,2013,8,EV71,8,0,1,8
禹会区,2014,21,EV71,11,8,0.5238095238095238,3
禹会区,2015,9,Others,8,1,0.8888888888888888,7
禹会区,2016,29,Others,16,9,0.5517241379310345,7
禹会区,2017,15,Others,8,6,0.5333333333333333,2
禹会区,2018,66,Others,52,14,0.7878787878787878,38
禹会区,2019,67,Others,66,1,0.9850746268656716,65
禹会区,2020,45,Others,44,1,0.9777777777777777,43
禹会区,2021,46,Others,33,13,0.717391304347826,20
禹会区,2022,7,Others,5,2,0.7142857142857143,3
禹会区,2023,61,Others,59,1,0.9672131147540983,58
繁昌区,2010,27,CV-A16,15,6,0.5555555555555556,9
繁昌区,2011,49,EV71,27,12,0.5510204081632653,15
繁昌区,2012,37,CV-A16,20,17,0.5405405405405406,3
繁昌区,2013,44,EV71,30,10,0.6818181818181818,20
繁昌区,2014,77,CV-A16,27,26,0.35064935064935066,1
繁昌区,2015,28,Others,20,7,0.7142857142857143,13
繁昌区,2016,46,Others,28,14,0.6086956521739131,14
繁昌区,2017,38,Others,26,6,0.6842105263157895,20
繁昌区,2018,36,Others,18,13,0.5,5
繁昌区,2019,65,CV-A16,60,5,0.9230769230769231,55
繁昌区,2020,62,Others,62,0,1,62
繁昌区,2021,66,Others,65,1,0.9848484848484849,64
繁昌区,2022,29,Others,22,7,0.7586206896551724,15
繁昌区,2023,120,Others,118,2,0.9833333333333333,116
绩溪县,2010,38,Others,17,14,0.4473684210526316,3
绩溪县,2011,17,Others,7,5,0.4117647058823529,2
绩溪县,2012,14,Others,8,4,0.5714285714285714,4
绩溪县,2013,18,EV71,10,8,0.5555555555555556,2
绩溪县,2014,55,CV-A16,30,13,0.5454545454545454,17
绩溪县,2015,14,EV71,9,3,0.6428571428571429,6
绩溪县,2017,6,CV-A16,3,2,0.5,1
绩溪县,2018,71,Others,70,1,0.9859154929577465,69
绩溪县,2019,53,Others,32,17,0.6037735849056604,15
绩溪县,2020,54,Others,42,12,0.7777777777777778,30
绩溪县,2021,68,CV-A16,37,31,0.5441176470588235,6
绩溪县,2023,69,Others,69,0,1,69
肥东县,2008,2,EV71,2,0,1,2
肥东县,2009,10,Mixed,5,5,0.5,0
肥东县,2010,68,EV71,38,21,0.5588235294117647,17
肥东县,2011,47,EV71,34,7,0.723404255319149,27
肥东县,2012,49,CV-A16,26,18,0.5306122448979592,8
肥东县,2013,57,EV71,31,25,0.543859649122807,6
肥东县,2014,52,EV71,25,14,0.4807692307692308,11
肥东县,2015,59,Others,40,14,0.6779661016949152,26
肥东县,2016,50,Others,27,16,0.54,11
肥东县,2017,55,Others,28,16,0.509090909090909,12
肥东县,2018,62,Others,47,15,0.7580645161290323,32
肥东县,2019,89,Others,52,37,0.5842696629213483,15
肥东县,2020,84,Others,74,10,0.8809523809523809,64
肥东县,2021,76,Others,42,34,0.5526315789473685,8
肥东县,2022,40,Others,28,12,0.7,16
肥东县,2023,101,Others,100,1,0.9900990099009901,99
肥西县,2008,3,EV71,3,0,1,3
肥西县,2009,9,EV71,9,0,1,9
肥西县,2010,39,EV71,27,11,0.6923076923076923,16
肥西县,2011,62,EV71,41,14,0.6612903225806451,27
肥西县,2012,49,EV71,24,16,0.4897959183673469,8
肥西县,2013,71,EV71,40,22,0.5633802816901409,18
肥西县,2014,59,CV-A16,26,20,0.4406779661016949,6
肥西县,2015,48,Others,22,15,0.4583333333333333,7
肥西县,2016,46,Others,22,13,0.4782608695652174,9
肥西县,2017,49,Others,36,9,0.7346938775510204,27
肥西县,2018,36,Others,22,13,0.6111111111111112,9
肥西县,2019,70,Others,40,30,0.5714285714285714,10
肥西县,2020,77,Others,50,27,0.6493506493506493,23
肥西县,2021,94,Others,70,24,0.7446808510638298,46
肥西县,2022,62,Others,39,23,0.6290322580645161,16
肥西县,2023,138,Others,134,4,0.9710144927536232,130
舒城县,2009,1,EV71,1,0,1,1
舒城县,2010,26,EV71,25,1,0.9615384615384616,24
舒城县,2011,1,EV71,1,0,1,1
舒城县,2012,1,Others,1,0,1,1
舒城县,2013,4,EV71,3,1,0.75,2
舒城县,2014,9,EV71,7,2,0.7777777777777778,5
舒城县,2015,2,EV71,2,0,1,2
舒城县,2016,15,EV71,8,6,0.5333333333333333,2
舒城县,2017,3,Others,2,1,0.6666666666666666,1
舒城县,2021,12,CV-A16,11,1,0.9166666666666666,10
舒城县,2022,1,EV71,1,0,1,1
舒城县,2023,10,Others,10,0,1,10
花山区,2009,2,EV71,2,0,1,2
花山区,2010,48,CV-A16,23,14,0.4791666666666667,9
花山区,2011,33,EV71,18,10,0.5454545454545454,8
花山区,2012,76,CV-A16,35,29,0.4605263157894737,6
花山区,2013,90,EV71,44,35,0.4888888888888889,9
花山区,2014,68,CV-A16,32,21,0.47058823529411764,11
花山区,2015,86,Others,50,24,0.5813953488372093,26
花山区,2016,76,Others,53,13,0.6973684210526315,40
花山区,2017,113,Others,52,45,0.46017699115044247,7
花山区,2018,89,Others,72,14,0.8089887640449438,58
花山区,2019,68,CV-A16,49,19,0.7205882352941176,30
