cluster_size_pct,n_clusters,n_significant_p005,median_rr,iqr_rr,max_rr,max_llr,median_radius,earliest_start,latest_end,monte_carlo_replications,multiple_testing_correction
15,26,25,2.3989942381000002,0.9889912401750003,4.7739810196,10035.6608488995,97.04717569755,2009-04-01,2023-08-31,NA,SaTScan default Monte Carlo inference
